Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,13
Mozilla/5.0 (compatible; Miniflux/2.1.3; +https://miniflux.app),12
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/62.0.3202.94 Safari/537.36,12
Friendly_Crawler/Nutch-1.20-SNAPSHOT,11
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/109.0.0.0 Safari/537.36,10
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 Safari/537.36,10
Mozilla/5.0 (compatible; MojeekBot/0.11; +https://www.mojeek.com/bot.html),9
Mozilla/5.0 (Linux; Android 13; V2247; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/12.1.2.0,9
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/120.0.6099.71 Safari/537.36,9
wp.com feedbot/1.0 (+https://wp.com),8
wp.com feedbot/1.0 (+https://wp.com;subscribers=1;feed-id=2359864),8
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 Safari/537.36,7
Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,7
Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),7
Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML; like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1,6
Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML; like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1,6
Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML; like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot),6
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/112.0.0.0 Safari/537.36,6
Yarr/1.0,6
Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 Safari/537.36,5
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/119.0.0.0 Safari/537.36,5
Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/103.0.0.0 Safari/537.36,5
Go-http-client/1.1,4
Mozilla/5.0 (compatible; wpbot/1.1; +https://forms.gle/ajBaxygz9jSR8p8G9),4
Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),4
Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/605.1.15 (KHTML; like Gecko) Version/15.4 Safari/605.1.15,4
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/113.0.0.0 Safari/537.36,4
Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/109.0.0.0 Safari/537.36,4
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51,4
Mozilla/5.0 AppleWebKit/537.36 (KHTML; like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com),4
Site24x7,4
facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),3
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727),3
Mozilla/5.0 (compatible; AwarioBot/1.0; +https://awario.com/bots.html),3
Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),3
Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/6.0),3
Mozilla/5.0 (compatible; YandexFavicons/1.0; +http://yandex.com/bots),3
Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML; like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1,3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:92.0) Gecko/20100101 Firefox/92.0,3
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/87.0.4280.141 Safari/537.36,3
PHP/{5|6|7}.{3|2}.{1|2|3|4|5|6|7|8|9|0}{1|2|3|4|5|6|7|8|9|0},3
DuckDuckBot/1.1; (+http://duckduckgo.com/duckduckbot.html),2
Jugendschutzprogramm-Crawler HTML; Info: http://www.jugendschutzprogramm.de,2
Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine),2
Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine),2
Mozilla/5.0 (compatible; SemrushBot; +http://www.semrush.com/bot.html),2
Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots),2
Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot),2
Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML; like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1,2
Mozilla/5.0 (keys-so-bot),2
Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/41.0.5453.1441 Mobile Safari/537.36,2
Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML; like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30,2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/78.0.3904.108 Safari/537.36,2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/81.0.4044.138 Safari/537.36,2
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.5735.289 Safari/537.36,2
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/80.0.3987.149 Safari/537.36,2
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/93.0.4577.82 Safari/537.36,2
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko; compatible; BW/1.2; rb.gy/oupwis) Chrome/124.0.0.0 Safari/537.36,2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; trendictionbot0.5.0; trendiction search; http://www.trendiction.de/bot; please let us know of any problems; web at trendiction.com) Gecko/20100101 Firefox/125.0,2
Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/48.0.2564.116 Safari/537.36,2
Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/66.0.3359.117 Safari/537.36,2
Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,2
Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko Firefox/11.0 (via ggpht.com GoogleImageProxy),2
Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.5735.289 Safari/537.36,2
Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5 (.NET CLR 3.5.30729),2
Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68,2
Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/ Firefox/3.8,2
PHP/5.2.06,2
PHP/5.2.28,2
PHP/7.3.80,2
python-requests/2.25.1,2
python-requests/2.31.0,2
Apache-HttpClient/4.5.2 (Java/1.8.0_351),1
axios/1.6.8,1
Mozilla/2.0 (compatible; MSIE3.00; Windows 2003),1
Mozilla/2.0 (compatible; MSIE6.00; Windows 2004),1
Mozilla/3.0 (compatible; MSIE3.00; Windows 2006),1
Mozilla/3.0 (compatible; MSIE5.00; Windows 2006),1
Mozilla/3.0 (compatible; MSIE6.00; Windows 2004),1
Mozilla/3.0 (compatible; MSIE6.00; Windows 2005),1
Mozilla/4.0 (compatible; fluid/0.0; +http://www.leak.info/bot.html),1
Mozilla/4.0 (compatible; MSIE 5.0; Windows NT; DigExt; DTS Agent,1
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; en) Opera 8.50,1
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1),1
Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1),1
Mozilla/4.0 (compatible; MSIE3.00; Windows 2002),1
Mozilla/4.0 (compatible; MSIE5.00; Windows 2009),1
Mozilla/5.0 (compatible) Feedfetcher-Google; (+http://www.google.com/feedfetcher.html),1
Mozilla/5.0 (compatible; DataForSeoBot/1.0; +https://dataforseo.com/dataforseo-bot),1
Mozilla/5.0 (compatible; hrankbot/1.0; +https://www.hrank.com/bot),1
Mozilla/5.0 (compatible; MSIE3.00; Windows 2003),1
Mozilla/5.0 (compatible; MSIE4.00; Windows 2004),1
Mozilla/5.0 (compatible; MSIE5.00; Windows 2003),1
Mozilla/5.0 (compatible; Pinterestbot/1.0; +http://www.pinterest.com/bot.html),1
Mozilla/5.0 (compatible; startmebot/1.0; +https://start.me/bot),1
Mozilla/5.0 (compatible; version/1.0; Windows NT 5.1,1
Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),1
Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML; like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1,1
Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/39.0.1020.1693 Mobile Safari/537.36,1
Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/45.0.7291.1450 Mobile Safari/537.36,1
Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/59.0.7568.1169 Mobile Safari/537.36,1
Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML; like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),1
Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/124.0.6367.54 Mobile Safari/537.36,1
Mozilla/5.0 (Linux; Android 5.0; SM-G900P Build/LRX21T) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/40.0.4944.1405 Mobile Safari/537.36,1
Mozilla/5.0 (Linux; Android 5.0; SM-G900P Build/LRX21T) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/54.0.4669.1125 Mobile Safari/537.36,1
Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/124.0.6367.118 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),1
Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/46.0.2290.1329 Mobile Safari/537.36,1
Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/55.0.7631.1881 Mobile Safari/537.36,1
Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/60.0.9801.1916 Mobile Safari/537.36,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/112.0.5596.2 Safari/537.36 OPR/98.0.4756.0,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/112.0.5615.165 Safari/537.36 OPR/98.0.4759.39,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/109.0.0.0 Safari/537.36,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/121.0.0.0 Safari/537.36,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/122.0.0.0 Safari/537.36,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 12.5; rv:114.0) Gecko/20100101 Firefox/114.0,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1264.71,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 12_6_4; rv:106.0) Gecko/20100101 Firefox/106.0,1
Mozilla/5.0 (Macintosh; Intel Mac OS X 12_6_5) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.49,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/106.0.5249.62 Safari/537.36,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/124.0.0.0 Safari/537.36,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/123.0.2420.97,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/60.0.3112.113 Safari/537.36,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/79.0.3945.130 Safari/537.36,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/89.0.4389.82 Safari/537.36,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/91.0.4472.124 Safari/537.36,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Firefox/58.0.1,1
Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0,1
Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/114.0.0.0 Safari/537.36,1
Mozilla/5.0 (Windows NT 5.1; rv:32.0) Gecko/20100101 Firefox/32.0,1
Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/27.0.1453.93 Safari/537.36,1
Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/75.0.3770.100 Safari/537.36,1
Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2a1pre) Gecko/20090306 Minefield/3.2a1pre,1
Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:94.0) Gecko/20100101 Firefox/95.0,1
Mozilla/5.0 AppleWebKit/537.36 (KHTML; like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/118.0.5993.70 Safari/537.36,1
Mozilla/5.0 AppleWebKit/537.36 (KHTML; like Gecko; compatible; GPTBot/1.0; +https://openai.com/gptbot),1
Mozilla/7.0 (compatible; MSIE2.00; Windows 2008),1
Mozilla/7.0 (compatible; MSIE4.00; Windows 2005),1
Mozilla/7.0 (compatible; MSIE7.00; Windows 2007),1
Mozilla/8.0 (compatible; MSIE3.00; Windows 2005),1
Mozilla/8.0 (compatible; MSIE4.00; Windows 2008),1
Mozilla/8.0 (compatible; MSIE5.00; Windows 2002),1
Python/3.8 aiohttp/3.9.5,1
